Player name: Kim_04_02_22_middlerandom_right
Login date: 4/2/2022 1:17:08 PM
Coordinates:
15	11	0.0428081	-0.3503871	-0.3787155	-0.2765703
15	11	0.0506234	-0.3503716	-0.3787204	-0.2766199
15	11	0.057759	-0.3503716	-0.3787204	-0.2766199
15	11	0.0645943	-0.3499496	-0.3784961	-0.276116
15	11	0.0734244	-0.3499498	-0.378505	-0.2761371
15	11	0.0843855	-0.3499684	-0.3785151	-0.2761319
15	11	0.0954496	-0.3496788	-0.3784534	-0.2758287
15	11	0.1076719	-0.3496945	-0.3784413	-0.2758168
15	11	0.117875	-0.34973	-0.3784112	-0.2757617
15	11	0.1287945	-0.3495131	-0.3782439	-0.2756298
15	11	0.1401053	-0.3494341	-0.3781214	-0.2754945
15	11	0.1513487	-0.3494785	-0.378095	-0.2754697
15	11	0.1626057	-0.3491848	-0.3779309	-0.2756193
15	11	0.1735428	-0.3492191	-0.3778981	-0.2756215
15	11	0.1849534	-0.3492723	-0.377851	-0.2756277
15	11	0.1957676	-0.3493829	-0.3779012	-0.2756243
15	11	0.2068582	-0.3494272	-0.3778647	-0.2756311
15	11	0.2182863	-0.349447	-0.3778459	-0.2756388
15	11	0.2293549	-0.3497806	-0.3781642	-0.2758999
15	11	0.2404604	-0.3497803	-0.3781581	-0.2759025
15	11	0.2519217	-0.3497634	-0.3781404	-0.2758884
15	11	0.2631651	-0.350137	-0.3780366	-0.2758088
15	11	0.2742554	-0.3501365	-0.3780262	-0.2757955
15	11	0.2860928	-0.3501165	-0.3780055	-0.2757713
15	11	0.2966281	-0.3498931	-0.3779273	-0.2756523
15	11	0.3080824	-0.3498611	-0.3779175	-0.2756112
15	11	0.3193355	-0.484762	-0.008044481	-0.1283944
15	11	0.3302593	-0.4835718	-0.007199049	-0.1268299
15	11	0.3417549	-0.4822948	-0.006331801	-0.1251975
15	11	0.3526637	-0.4809647	-0.00556922	-0.1251525
15	11	0.3638425	-0.4802215	-0.005238652	-0.1241564
15	11	0.3755338	-0.478848	-0.004342079	-0.1227711
15	11	0.3865033	-0.4774446	-0.003454328	-0.1211948
15	11	0.3975517	-0.4757783	-0.002597809	-0.1205324
15	11	0.4087557	-0.4764421	-0.002641439	-0.1206098
15	11	0.4200503	-0.4769032	-0.003794909	-0.120157
15	11	0.4310015	-0.4781039	-0.005450726	-0.1216331
15	11	0.4422877	-0.4829006	-0.007634044	-0.1248043
15	11	0.4534317	-0.4849021	-0.008918762	-0.1252317
15	11	0.4643072	-0.4843099	-0.008574486	-0.1247447
15	11	0.4754793	-0.4838116	-0.008335829	-0.1241024
15	11	0.4864726	-0.4809129	-0.008524776	-0.1217611
15	11	0.4981518	-0.4796362	-0.008212686	-0.1206365
15	11	0.5096815	-0.4787841	-0.007939339	-0.1197422
15	11	0.5200796	-0.4779606	-0.007665157	-0.1188421
15	11	0.5311521	-0.4773912	-0.007385015	-0.1182861
15	11	0.5425296	-0.4766743	-0.007149816	-0.1175387
15	11	0.5536215	-0.4767091	-0.007100105	-0.1175591
15	11	0.5649984	-0.4768088	-0.007261395	-0.117386
15	11	0.5759777	-0.4782407	-0.00784719	-0.119665
15	11	0.5871581	-0.4704661	-0.005418062	-0.1142017
15	11	0.5981572	-0.4692123	-0.005121827	-0.1132047
15	11	0.6094673	-0.4679983	-0.004723907	-0.1123492
15	11	0.6206501	-0.4661436	-0.003805399	-0.1113775
15	11	0.6318499	-0.4652662	-0.003543258	-0.1109698
15	11	0.6429638	-0.4639533	-0.003034592	-0.1100788
15	11	0.6539855	-0.4626689	-0.002415895	-0.1090126
15	11	0.6655208	-0.4615824	-0.001902342	-0.1081457
15	11	0.6763686	-0.4602759	-0.001372576	-0.1072118
15	11	0.6880649	-0.4589701	-0.0008534193	-0.1062785
15	11	0.6989832	-0.4577448	-0.0002315044	-0.1062994
15	11	0.7099165	-0.456193	0.000500083	-0.1054246
15	11	0.7210842	-0.4555283	0.0004649162	-0.1052926
15	11	0.7326099	-0.4535971	0.001431704	-0.1043428
15	11	0.7434869	-0.4596591	-0.001291513	-0.1086923
15	11	0.7547231	-0.4583201	-0.0004543066	-0.1081349
