Player name: dosia_base_none
Login date: 8/13/2021 1:55:47 PM
Coordinates:
15	11	0.042692
15	11	0.0505246
15	11	0.0570056
15	11	0.0635711
15	11	0.0719485
15	11	0.0792415
15	11	0.0903957
15	11	0.1017898
15	11	0.1128936
15	11	0.1234285
15	11	0.1346515
15	11	0.1457511
15	11	0.1572695
15	11	0.1683286
15	11	0.1790734
15	11	0.1904708
15	11	0.2013931
15	11	0.2127982
15	11	0.2240954
15	11	0.235508
15	11	0.2464841
15	11	0.2577968
15	11	0.2692426
15	11	0.280179
15	11	0.2910487
15	11	0.3030381
15	11	0.3142622
15	11	0.3247779
15	11	0.336808
15	11	0.3478322
15	11	0.3583243
15	11	0.3698239
15	11	0.3808195
15	11	0.3916113
15	11	0.4030594
15	11	0.4140927
15	11	0.4255104
15	11	0.4365781
15	11	0.4476979
15	11	0.4585996
15	11	0.4705366
15	11	0.481424
15	11	0.4924057
15	11	0.5037111
15	11	0.5149514
15	11	0.526388
15	11	0.5383306
15	11	0.5497375
15	11	0.5614371
15	11	0.572921
15	11	0.5846434
15	11	0.5961242
15	11	0.6078297
15	11	0.6195226
15	11	0.631626
15	11	0.6426582
15	11	0.654356
15	11	0.6658594
15	11	0.6768469
15	11	0.6882186
15	11	0.6993944
15	11	0.7103592
15	11	0.7215605
15	11	0.7327852
15	11	0.744201
15	11	0.7558587
15	11	0.7666948
15	11	0.7779379
15	11	0.7892877
15	11	0.8007457
15	11	0.8114514
15	11	0.8225345
15	11	0.8333092
15	11	0.8448534
15	11	0.8568344
15	11	0.8674215
15	11	0.8788607
15	11	0.8899946
15	11	0.9010508
15	11	0.9122361
15	11	0.9234481
15	11	0.9341675
15	11	0.9455803
15	11	0.956772
15	11	0.9679354
15	11	0.9790291
15	11	0.9904367
15	11	1.001393
15	11	1.012683
15	11	1.023633
15	11	1.03541
15	11	1.046327
15	11	1.057589
15	11	1.06908
15	11	1.079651
15	11	1.090704
15	11	1.102056
15	11	1.112907
15	11	1.123932
15	11	1.135812
15	11	1.14671
15	11	1.157226
15	11	1.168275
15	11	1.180111
15	11	1.191118
15	11	1.202492
15	11	1.213866
15	11	1.224876
15	11	1.236337
15	11	1.247353
15	11	1.258666
15	11	1.269645
15	11	1.280756
15	11	1.292009
15	11	1.303365
15	11	1.314422
15	11	1.325527
15	11	1.337469
15	11	1.34783
15	11	1.359259
15	11	1.370333
15	11	1.381118
15	11	1.392304
15	11	1.404012
15	11	1.414875
15	11	1.426769
15	11	1.437001
