x	y	time
15	11	0.0529989
15	11	0.0673924
15	11	0.0791056
15	11	0.0919075
15	11	0.1053797
15	11	0.1181884
15	11	0.1311461
15	11	0.1445088
15	11	0.1581733
15	11	0.1856248
15	11	0.2006608
15	11	0.2137216
15	11	0.2325397
15	11	0.2549696
15	11	0.2771638
15	11	0.2989727
15	11	0.3215749
15	11	0.3434745
15	11	0.3660643
15	11	0.3893819
15	11	0.410806
15	11	0.4329743
15	11	0.4555223
15	11	0.4783787
15	11	0.501045
15	11	0.5230689
15	11	0.5450513
15	11	0.5677676
15	11	0.5901834
15	11	0.6129229
15	11	0.6355471
15	11	0.657581
15	11	0.6793916
15	11	0.7017497
15	11	0.7141929
15	11	0.7254813
15	11	0.7389058
15	11	0.751296
15	11	0.7640467
15	11	0.7759635
15	11	0.7895285
15	11	0.8148013
15	11	0.8265209
15	11	0.8391179
15	11	0.8519514
15	11	0.8652143
15	11	0.8767257
15	11	0.8893557
15	11	0.9016063
15	11	0.9148834
15	11	0.9273382
15	11	0.9399191
15	11	0.9640326
15	11	0.978052
15	11	0.9950445
15	11	1.00763
15	11	1.020134
15	11	1.032596
15	11	1.047171
15	11	1.064304
15	11	1.078771
15	11	1.093014
15	11	1.118158
15	11	1.130914
15	11	1.148328
15	11	1.170011
15	11	1.192371
15	11	1.215001
15	11	1.236864
15	11	1.259812
15	11	1.281762
15	11	1.304762
15	11	1.326688
15	11	1.348999
15	11	1.371516
15	11	1.394285
15	11	1.416476
15	11	1.438679
15	11	1.460954
15	11	1.483278
15	11	1.505821
15	11	1.528224
15	11	1.55009
15	11	1.573371
15	11	1.599383
15	11	1.613102
15	11	1.626677
15	11	1.637788
15	11	1.649784
15	11	1.66227
15	11	1.675239
15	11	1.687901
15	11	1.700235
15	11	1.712945
15	11	1.726575
15	11	1.74976
15	11	1.763762
15	11	1.776323
15	11	1.788885
15	11	1.806449
15	11	1.818346
15	11	1.830917
15	11	1.843974
15	11	1.855752
15	11	1.868654
15	11	1.881303
15	11	1.904339
15	11	1.916917
15	11	1.930311
15	11	1.944953
15	11	1.963505
15	11	1.986407
15	11	2.008311
15	11	2.030638
15	11	2.053436
15	11	2.076421
15	11	2.097682
15	11	2.120477
15	11	2.142785
15	11	2.165392
15	11	2.187117
15	11	2.209552
15	11	2.232163
15	11	2.254081
15	11	2.276648
15	11	2.298552
15	11	2.321504
15	11	2.343972
15	11	2.366669
15	11	2.391023
15	11	2.410517
15	11	2.42377
15	11	2.435851
15	11	2.447922
15	11	2.460492
15	11	2.472553
15	11	2.485191
15	11	2.497133
15	11	2.510482
15	11	2.525185
15	11	2.548125
15	11	2.560992
15	11	2.572946
15	11	2.586672
15	11	2.600586
15	11	2.613654
15	11	2.627297
15	11	2.641147
15	11	2.653709
15	11	2.666846
15	11	2.680104
15	11	2.703664
15	11	2.717275
15	11	2.73019
15	11	2.742565
15	11	2.756673
15	11	2.778388
15	11	2.800689
15	11	2.823276
15	11	2.845794
15	11	2.867603
15	11	2.890685
15	11	2.912921
15	11	2.935695
15	11	2.958105
15	11	2.980023
15	11	3.003991
15	11	3.030319
15	11	3.04637
15	11	3.069438
15	11	3.091543
15	11	3.113806
15	11	3.136063
15	11	3.159426
15	11	3.181184
15	11	3.204111
15	11	3.226074
15	11	3.248423
15	11	3.270948
15	11	3.284057
15	11	3.297653
15	11	3.310841
15	11	3.334695
15	11	3.346773
15	11	3.359955
15	11	3.373169
15	11	3.384934
15	11	3.398779
15	11	3.411414
15	11	3.423543
15	11	3.435565
15	11	3.446694
15	11	3.459563
15	11	3.472111
15	11	3.494849
15	11	3.506978
15	11	3.519384
15	11	3.530545
15	11	3.541281
15	11	3.55306
15	11	3.565
15	11	3.577643
15	11	3.589918
15	11	3.602911
15	11	3.614897
15	11	3.628448
15	11	3.651822
15	11	3.672653
16	11	3.694575
16	11	3.717226
16	11	3.739368
16	11	3.762043
16	11	3.784389
17	11	3.809044
17	11	3.829324
17	11	3.85221
17	11	3.874318
17	11	3.896228
18	11	3.919793
18	11	3.941108
18	11	3.967479
18	11	3.986019
18	11	4.007698
18	11	4.029961
19	11	4.05268
19	11	4.07519
19	11	4.098313
19	11	4.123472
19	11	4.13845
19	11	4.15157
20	11	4.163361
20	11	4.176753
20	11	4.190785
20	11	4.206594
20	11	4.222199
20	11	4.234773
20	11	4.247264
20	11	4.259386
21	11	4.290715
21	11	4.306398
21	11	4.321688
21	11	4.336451
21	11	4.351018
21	11	4.363388
21	11	4.37632
21	11	4.389843
21	11	4.403759
22	11	4.416997
22	11	4.443731
22	11	4.46063
22	11	4.474823
22	11	4.488226
22	11	4.510112
23	11	4.533043
23	11	4.555188
23	11	4.577555
23	11	4.602254
23	11	4.622211
23	11	4.644061
24	11	4.666687
24	11	4.689302
24	11	4.711732
24	11	4.734426
24	11	4.759351
25	11	4.779452
25	11	4.800972
25	11	4.82423
25	11	4.845892
25	11	4.868009
25	11	4.890432
26	11	4.916159
26	11	4.935058
26	11	4.957078
26	11	4.969498
26	11	4.98098
26	11	4.993221
26	11	5.005834
26	11	5.01738
27	11	5.032835
27	11	5.049814
27	11	5.074701
27	11	5.089609
27	11	5.103866
27	11	5.115776
27	11	5.128706
27	11	5.140645
27	11	5.153531
27	11	5.166337
27	11	5.178909
27	11	5.193012
27	11	5.206029
27	11	5.229832
27	11	5.242043
27	11	5.253879
27	11	5.2681
27	11	5.28054
27	11	5.292539
27	11	5.305242
27	11	5.316623
27	11	5.336384
27	11	5.360166
27	11	5.388485
27	11	5.404545
27	11	5.426398
27	11	5.448754
27	11	5.471207
27	11	5.492933
27	11	5.520088
27	11	5.543921
27	11	5.560462
27	11	5.582356
27	11	5.605162
27	11	5.627125
27	11	5.649605
27	11	5.672603
27	11	5.69609
27	11	5.717567
27	11	5.739831
27	11	5.760964
27	11	5.783491
27	11	5.806109
27	11	5.817895
27	11	5.83109
27	11	5.857587
27	11	5.869225
27	11	5.881909
27	11	5.894228
27	11	5.906756
27	11	5.919275
27	11	5.932045
27	11	5.944455
27	11	5.956467
27	11	5.968386
27	11	5.98124
27	11	6.004347
27	11	6.016284
27	11	6.027522
27	11	6.037904
27	11	6.049282
27	11	6.061721
27	11	6.073901
27	11	6.086222
27	11	6.098543
27	11	6.110742
27	11	6.122477
27	11	6.134827
27	11	6.159098
27	11	6.171147
27	11	6.185546
27	11	6.208036
27	11	6.229936
27	11	6.252406
27	11	6.275165
27	11	6.297832
27	11	6.320022
27	11	6.342204
27	11	6.364242
27	11	6.38648
27	11	6.408736
27	11	6.431203
27	11	6.453865
27	11	6.475903
27	11	6.498828
27	11	6.520966
27	11	6.542968
27	11	6.56566
27	11	6.58809
27	11	6.611152
27	11	6.634012
27	11	6.645576
27	11	6.656577
27	11	6.666802
27	11	6.680367
27	11	6.692464
27	11	6.704975
27	11	6.716868
27	11	6.729765
27	11	6.743001
27	11	6.759464
27	11	6.772124
27	11	6.796012
27	11	6.808463
27	11	6.821028
27	11	6.832362
27	11	6.8438
27	11	6.856695
27	11	6.869343
27	11	6.882205
27	11	6.894482
27	11	6.907198
27	11	6.918967
27	11	6.932124
27	11	6.954914
27	11	6.967352
27	11	6.979116
27	11	6.9913
27	11	7.003837
27	11	7.015767
27	11	7.027918
27	11	7.04025
27	11	7.067025
27	11	7.080309
27	11	7.092797
27	11	7.114338
27	11	7.135483
27	11	7.157611
27	11	7.180398
27	11	7.201978
27	11	7.224913
27	11	7.247044
27	11	7.26963
27	11	7.291587
27	11	7.313899
27	11	7.336404
27	11	7.358593
27	11	7.381081
27	11	7.404303
27	11	7.429833
27	11	7.447616
27	11	7.47014
27	11	7.492692
27	11	7.515152
27	11	7.537615
27	11	7.549233
27	11	7.561274
27	11	7.584798
27	11	7.597675
27	11	7.610756
27	11	7.622695
27	11	7.634733
27	11	7.646334
27	11	7.659214
27	11	7.671127
27	11	7.684665
27	11	7.696669
27	11	7.708238
27	11	7.719898
27	11	7.742837
27	11	7.754852
27	11	7.767332
27	11	7.779756
27	11	7.791892
27	11	7.803702
27	11	7.815675
27	11	7.827237
27	11	7.838627
27	11	7.85084
27	11	7.862507
27	11	7.873668
27	11	7.899188
27	11	7.916433
27	11	7.938198
27	11	7.961229
27	11	7.983839
27	11	8.005936
27	11	8.029173
27	11	8.051496
27	11	8.073729
27	11	8.096003
27	11	8.118424
27	11	8.140691
27	11	8.163298
27	11	8.185074
27	11	8.20755
27	11	8.229793
27	11	8.251662
27	11	8.274843
27	11	8.296656
27	11	8.319035
27	11	8.341589
27	11	8.36369
27	11	8.375735
27	11	8.386955
27	11	8.400978
27	11	8.413743
27	11	8.426044
27	11	8.438463
27	11	8.450399
27	11	8.46301
27	11	8.474778
27	11	8.487389
27	11	8.500997
27	11	8.523565
27	11	8.535435
27	11	8.547963
27	11	8.559933
27	11	8.571742
27	11	8.5832
27	11	8.595945
27	11	8.610109
27	11	8.622268
27	11	8.634138
27	11	8.64658
27	11	8.659133
27	11	8.680868
27	11	8.693571
27	11	8.707413
27	11	8.71951
27	11	8.732174
27	11	8.744315
27	11	8.755389
27	11	8.77678
27	11	8.799007
27	11	8.821692
27	11	8.843571
27	11	8.865571
27	11	8.888169
27	11	8.910415
27	11	8.932921
27	11	8.955357
27	11	8.978362
27	11	9.001656
27	11	9.022958
27	11	9.045143
27	10	9.067376
27	10	9.091577
27	10	9.111921
27	10	9.134653
27	10	9.164212
27	10	9.180518
27	9	9.2006
27	9	9.223872
27	9	9.237712
27	9	9.251483
27	9	9.264458
27	9	9.276202
27	9	9.289927
27	8	9.315248
27	8	9.329885
27	8	9.343579
27	8	9.357659
27	8	9.372961
27	8	9.384963
27	8	9.398584
27	8	9.410888
27	8	9.422318
27	8	9.434011
27	8	9.447169
27	8	9.472136
27	8	9.486474
27	8	9.498495
27	8	9.510155
27	8	9.522386
27	8	9.533886
27	8	9.546857
27	8	9.55864
27	8	9.569757
27	8	9.59271
27	8	9.615047
27	8	9.638688
27	8	9.66003
27	8	9.681639
27	8	9.704268
27	8	9.726192
27	8	9.748567
27	8	9.771204
27	8	9.793409
27	8	9.815537
27	8	9.838136
27	8	9.860351
27	8	9.8826
27	8	9.904883
27	8	9.927763
27	8	9.953457
27	8	9.972037
27	8	9.993749
27	8	10.01654
27	8	10.03899
27	8	10.06188
27	8	10.07424
27	8	10.08715
27	8	10.1114
27	8	10.1238
27	8	10.13722
27	8	10.14954
27	8	10.1611
27	8	10.1732
27	8	10.18706
27	8	10.20015
27	8	10.21182
27	8	10.22456
27	8	10.23681
27	8	10.2489
27	8	10.27222
27	8	10.28613
27	8	10.29931
27	8	10.31174
27	8	10.32385
27	8	10.33621
27	8	10.35274
27	8	10.3654
27	8	10.37847
27	8	10.39119
27	8	10.40372
27	8	10.42551
27	8	10.4414
27	8	10.46345
27	8	10.48596
27	8	10.5089
27	8	10.53118
27	8	10.55366
27	8	10.5767
27	8	10.59854
27	8	10.62025
27	8	10.64237
27	8	10.66459
27	8	10.68686
27	8	10.70943
27	8	10.73252
27	8	10.75422
27	8	10.77669
27	8	10.79861
27	8	10.8208
27	8	10.84358
27	8	10.86657
27	8	10.8881
27	8	10.90144
27	8	10.91284
27	8	10.92393
27	8	10.93539
27	8	10.94752
27	8	10.95924
27	8	10.97062
27	8	10.98274
27	8	10.99439
27	8	11.00683
27	8	11.01986
27	8	11.04558
27	8	11.05789
27	8	11.0708
27	8	11.08238
27	8	11.09519
27	8	11.10707
27	8	11.12437
27	8	11.13719
27	8	11.15147
27	8	11.16313
27	8	11.1752
27	8	11.19928
27	8	11.21207
27	8	11.22449
27	8	11.23731
27	8	11.24968
27	8	11.26136
27	8	11.27342
27	8	11.28509
27	8	11.30093
27	8	11.3234
27	8	11.34585
27	8	11.3684
27	8	11.39108
27	8	11.41311
27	8	11.43526
27	8	11.45776
27	8	11.48027
27	8	11.50261
27	8	11.52491
27	9	11.54698
27	9	11.56904
27	9	11.59166
27	9	11.61388
27	9	11.63686
27	9	11.6591
27	10	11.68262
27	10	11.70406
27	10	11.72763
27	10	11.74833
27	10	11.76148
27	10	11.77276
27	11	11.78537
27	11	11.7984
27	11	11.81056
27	11	11.83403
27	11	11.84599
27	11	11.85744
27	11	11.86847
27	11	11.88054
27	11	11.89184
27	11	11.90355
27	11	11.91603
27	11	11.92815
27	11	11.93946
27	11	11.95173
27	11	11.96374
27	11	11.98621
27	11	11.99882
27	11	12.01107
27	11	12.02348
27	11	12.03521
27	11	12.04741
27	11	12.059
27	11	12.07038
27	11	12.08337
27	11	12.09532
27	11	12.10672
27	11	12.11881
27	11	12.14179
27	11	12.15527
27	11	12.16842
27	11	12.18348
27	11	12.20626
27	10	12.22832
27	10	12.25074
27	10	12.27333
27	10	12.29547
27	10	12.31765
27	9	12.34021
27	9	12.36243
27	9	12.38488
27	9	12.40729
27	9	12.43042
27	9	12.45219
27	8	12.47428
27	8	12.49662
27	8	12.51894
27	8	12.54118
27	8	12.56332
27	8	12.58622
27	8	12.6083
27	8	12.63043
27	8	12.64183
27	8	12.65351
27	8	12.66524
27	8	12.67627
27	8	12.6868
27	8	12.69848
27	8	12.70972
27	8	12.72137
27	8	12.73328
27	8	12.74666
27	8	12.7741
27	8	12.78565
27	8	12.7971
27	8	12.80861
27	8	12.82119
27	8	12.8328
27	8	12.84498
27	8	12.85646
27	8	12.86878
27	8	12.8807
27	8	12.89295
27	8	12.90515
27	8	12.92764
27	8	12.93945
27	8	12.95124
