Player name: kim_right_colliders
Login date: 8/21/2021 11:09:18 AM
Coordinates:
15	11	0.0391224	-0.3645213	0.9768991	-0.1573457
15	11	0.0487596	-0.3645213	0.9768991	-0.1573457
15	11	0.0576925	-0.364538	0.9760214	-0.1569017
15	11	0.0699592	-0.3644235	0.9759507	-0.1566926
15	11	0.0827553	-0.3644693	0.9757975	-0.1570742
15	11	0.0932229	-0.3645515	0.9758282	-0.1567112
15	11	0.1025125	-0.364728	0.9758825	-0.1563803
15	11	0.1115362	-0.3648758	0.9756781	-0.1561584
15	11	0.1200874	-0.3648279	0.975414	-0.1558014
15	11	0.1298386	-0.3648279	0.975414	-0.1558014
15	11	0.1388207	-0.3649597	0.9751846	-0.1555504
15	11	0.1486047	-0.3650134	0.9750047	-0.1553231
15	11	0.1569752	-0.3650115	0.974902	-0.1549052
15	11	0.1664728	-0.3651984	0.9745618	-0.1543622
15	11	0.177422	-0.3652532	0.9744961	-0.1536455
15	11	0.1881711	-0.365211	0.974769	-0.1528541
15	11	0.1996467	-0.3652172	0.9747956	-0.1518993
15	11	0.2116268	-0.365196	0.9751326	-0.1505612
15	11	0.2223714	-0.3651958	0.9752438	-0.1497986
15	11	0.2334351	-0.3656681	0.9750812	-0.1485913
15	11	0.244952	-0.3659105	0.9749944	-0.1477324
15	11	0.2557193	-0.3660462	0.9749792	-0.1469799
15	11	0.266857	-0.366235	0.974835	-0.1462923
15	11	0.2782619	-0.3663411	0.9742446	-0.1452847
15	11	0.2887509	-0.3663311	0.9740142	-0.1450399
15	11	0.3003546	-0.3664753	0.9736587	-0.1446437
15	11	0.3116323	-0.3666146	0.9733142	-0.1443611
15	11	0.3228521	-0.3668902	0.9730452	-0.1438791
15	11	0.3339399	-0.3669884	0.9727639	-0.1436607
15	11	0.3450183	-0.3671422	0.9726202	-0.1433129
15	11	0.3564475	-0.3669984	0.9725417	-0.1426502
15	11	0.3690869	-0.3669569	0.9721234	-0.1423639
15	11	0.3779849	-0.3678269	0.9715585	-0.1418904
15	11	0.3887518	-0.3677542	0.9712343	-0.1414611
15	11	0.3996414	-0.3677137	0.9703768	-0.14109
15	11	0.4111824	-0.368489	0.9697371	-0.1407515
15	11	0.4224866	-0.3685086	0.9690651	-0.1408268
15	11	0.4337299	-0.3682699	0.9686444	-0.1412616
15	11	0.4459829	-0.3679142	0.9680192	-0.1413441
15	11	0.4572495	-0.3677242	0.9675621	-0.141248
15	11	0.4681454	-0.3679068	0.9673495	-0.1413718
15	11	0.4804202	-0.3677835	0.9668847	-0.1415391
15	11	0.4930618	-0.3674848	0.966476	-0.1417814
15	11	0.504258	-0.3674431	0.9661192	-0.1418598
