Player name: yuri_base_none
Login date: 8/12/2021 2:12:10 PM
Coordinates:
15	11	0.0436111
15	11	0.0533166
15	11	0.0605305
15	11	0.0683067
15	11	0.0763884
15	11	0.0860166
15	11	0.092911
15	11	0.1019988
15	11	0.1118411
15	11	0.124166
15	11	0.1351162
15	11	0.1466445
15	11	0.1628798
15	11	0.1766168
15	11	0.1857503
15	11	0.1932539
15	11	0.2025688
15	11	0.2128699
15	11	0.2240168
15	11	0.2354963
15	11	0.2464343
15	11	0.2577649
15	11	0.2690945
15	11	0.2809182
15	11	0.2918043
15	11	0.3034157
15	11	0.3161977
15	11	0.3246726
15	11	0.3362517
15	11	0.347173
15	11	0.3586196
15	11	0.3698488
15	11	0.3809107
15	11	0.3920004
15	11	0.40346
15	11	0.414132
15	11	0.4266124
15	11	0.4377733
15	11	0.4479266
15	11	0.4591427
15	11	0.4718417
15	11	0.4815275
15	11	0.4924678
15	11	0.5040913
15	11	0.5161486
15	11	0.5262862
15	11	0.5372387
15	11	0.5489818
15	11	0.5601386
15	11	0.5717329
15	11	0.5840226
15	11	0.5946875
15	11	0.6061979
15	11	0.6181899
15	11	0.6327749
15	11	0.6413761
15	11	0.6524202
15	11	0.6635352
15	11	0.6753659
15	11	0.686844
15	11	0.6981041
15	11	0.7090846
15	11	0.7205645
15	11	0.7318521
15	11	0.7424626
15	11	0.7538901
15	11	0.7652327
15	11	0.7763147
15	11	0.7942481
15	11	0.8038225
15	11	0.8114421
15	11	0.8211783
15	11	0.8285773
15	11	0.8391505
15	11	0.8505821
15	11	0.8613484
15	11	0.8725528
15	11	0.8844723
15	11	0.8950269
15	11	0.9061333
15	11	0.9179124
15	11	0.9289402
15	11	0.9425604
15	11	0.9517606
15	11	0.9625427
15	11	0.973694
15	11	0.9850191
15	11	0.9959389
15	11	1.007296
15	11	1.018772
15	11	1.029628
15	11	1.040573
15	11	1.052445
15	11	1.062741
15	11	1.073902
15	11	1.085727
15	11	1.09802
15	11	1.107513
15	11	1.119038
15	11	1.129996
15	11	1.141043
15	11	1.152647
15	11	1.164001
15	11	1.175447
15	11	1.187052
15	11	1.198693
15	11	1.209693
15	11	1.221195
15	11	1.232973
15	11	1.244286
15	11	1.257922
15	11	1.267519
15	11	1.27817
15	11	1.289494
15	11	1.301723
15	11	1.312096
15	11	1.323813
15	11	1.335342
15	11	1.346169
15	11	1.357707
15	11	1.36921
15	11	1.380284
15	11	1.391115
15	11	1.402632
15	11	1.414681
15	11	1.424515
15	11	1.435733
15	11	1.446685
15	11	1.457932
15	11	1.469135
15	11	1.480353
15	11	1.491685
15	11	1.502861
15	11	1.513857
15	11	1.524878
15	11	1.53632
15	11	1.547204
15	11	1.558558
15	11	1.571821
15	11	1.580771
15	11	1.592207
15	11	1.603478
15	11	1.614634
15	11	1.62582
15	11	1.637012
15	11	1.648614
15	11	1.659973
15	11	1.671388
15	11	1.682023
15	11	1.693094
15	11	1.708293
15	11	1.716732
15	11	1.729493
